Company Name,Ticker,Sector,Industry,Exchange,Market Cap (mil)
"WM Technology","MAPS","Business Services","Technology Services","NSDQ","134.28"
"Maquia Capital Acquisition","MAQC","Business Services","Technology Services","NSDQ","69.16"
"Marriott International","MAR","Consumer Discretionary","Hotels and Motels","NSDQ","66227.32"
"Marathon Digital","MARA","Business Services","Technology Services","NSDQ","4225.42"
"Remark Holdings","MARK","Computer and Technology","Computers - IT Services","NSDQ","9.61"
"Marine Petroleum Trust","MARPS","Oils-Energy","Oil and Gas - Royalty Trust - United States","NSDQ","9.56"
"Marubeni","MARUY","Conglomerates","Diversified Operations","OTC","28550.07"
"Mars Acquisition Corp.","MARX","Unclassified","Unclassified","NSDQ","99.42"
"Masco","MAS","Construction","Building Products - Miscellaneous","NYSE","15104.43"
"Masimo","MASI","Medical","Medical - Instruments","NSDQ","6252.15"
"Maison Luxe","MASN","Retail-Wholesale","Retail - Miscellaneous","OTC",".44"
"908 Devices","MASS","Medical","Medical - Instruments","NSDQ","251.26"
"Mattel","MAT","Consumer Discretionary","Toys - Games - Hobbies","NSDQ","6446.5"
"Metalpha Technology Holding Limited","MATH","Computer and Technology","Internet - Services","NSDQ","36.1"
"Mativ Holdings, Inc.","MATV","Basic Materials","Chemical - Specialty","NYSE","709.49"
"Matthews International","MATW","Consumer Staples","Funeral Services","NSDQ","1054.32"
"Matson","MATX","Transportation","Transportation - Services","NYSE","3979.69"
"Marui Group Co.","MAURY","Retail-Wholesale","Retail - Regional Department Stores","OTC",""
"Man Wah Holdings","MAWHY","Consumer Discretionary","Furniture","OTC","2482.71"
"MediaAlpha","MAX","Business Services","Technology Services","NYSE","680.18"
"Maxeon Solar Technologies","MAXN","Oils-Energy","Solar","NSDQ","288.91"
"MasterBrand, Inc.","MBC","Consumer Discretionary","Furniture","NYSE","1841.85"
"Mercedes-Benz Group AG","MBGAF","Auto-Tires-Trucks","Automotive - Foreign","OTC",""
"Mustang Bio","MBIO","Medical","Medical - Biomedical and Genetics","NSDQ","13.46"
"Mobileye Global Inc.","MBLY","Auto-Tires-Trucks","Automotive - Original Equipment","NSDQ","24226.32"
"Microbot Medical","MBOT","Medical","Medical - Instruments","NSDQ","15.92"
"Mitchells & Butlers","MBPFF","Retail-Wholesale","Retail - Restaurants","OTC","1618.91"
"Moleculin Biotech","MBRX","Medical","Medical - Biomedical and Genetics","NSDQ","21.17"
"Nocturne Acquisition","MBTC","Medical","Medical - Drugs","NSDQ","60.95"
"Malibu Boats","MBUU","Consumer Discretionary","Leisure and Recreation Products","NSDQ","1043.71"
"MabVax Therapeutics Holdings","MBVXQ","Medical","Medical - Drugs","OTC",""
"Mountain & Co. I Acquisition","MCAA","Unclassified","Unclassified","NSDQ","195.59"
"Monterey Capital Acquisition Corporation","MCAC","Unclassified","Unclassified","NSDQ","105.57"
"Mountain Crest Acquisition Corp.. IV","MCAF","Unclassified","Unclassified","NSDQ","44.75"
"Mountain Crest Acquisition Corp. V","MCAG","Unclassified","Unclassified","NSDQ","33.83"
"Mestek","MCCK","Construction","Building Products - Air Conditioner and Heating","OTC","173.52"
"Mcorpcx","MCCX","Computer and Technology","Internet - Software","OTC",".25"
"McDonald's","MCD","Retail-Wholesale","Retail - Restaurants","NYSE","212866.11"
"Millennium Cell","MCELQ","Computer and Technology","Electronics - Power Generation","OTC",""
"The Monarch Cement Co.","MCEM","Construction","Building Products - Concrete and Aggregates","OTC","576.1"
"MasterCraft Boat","MCFT","Consumer Discretionary","Leisure and Recreation Products","NSDQ","364.79"
"Gear International","MCHA","Consumer Staples","Beverages - Soft drinks","OTC",""
"Microchip Technology","MCHP","Computer and Technology","Semiconductor - Analog and Mixed","NSDQ","46210.65"
"Marchex","MCHX","Computer and Technology","Internet - Services","NSDQ","57.61"
"McKesson","MCK","Medical","Medical - Dental Supplies","NYSE","64577.65"
"mCloud Technologies Corp.","MCLDF","Business Services","Technology Services","OTC","0"
"micromobility.com Inc.","MCOM","Consumer Discretionary","Leisure and Recreation Products","OTC",".23"
"MCRAE INDUSTRIE","MCRAA","Consumer Discretionary","Shoes and Retail Apparel ","OTC","83.13"
"Seres Therapeutics","MCRB","Medical","Medical - Biomedical and Genetics","NSDQ","155.11"
"Monarch Casino & Resort","MCRI","Consumer Discretionary","Gaming","NSDQ","1263.26"
"Morgan Advanced Materials","MCRUF","Basic Materials","Chemical - Specialty","OTC",""
"The Marcus","MCS","Consumer Discretionary","Leisure and Recreation Services","NYSE","436.77"
"Medicure","MCUJF","Medical","Medical - Drugs","OTC","8.09"
"Mister Car Wash","MCW","Consumer Discretionary","Consumer Services - Miscellaneous","NYSE","2650.75"
"Mad Catz Interactive","MCZAF","Computer and Technology","Computer - Peripheral Equipment","OTC",""
"Pediatrix Medical Group, Inc.","MD","Medical","Medical Services","NYSE","808.31"
"Spectral AI, Inc.","MDAI","Medical","Medical - Instruments","NSDQ","42.59"
"MongoDB","MDB","Computer and Technology","Internet - Software","NSDQ","28264.18"
"M.D.C.","MDC","Construction","Building Products - Home Builders","NYSE","4027.21"
"Media 100","MDEA","Computer and Technology","Computer - Peripheral Equipment","OTC",""
"Melco International Development","MDEVF","Consumer Discretionary","Gaming","OTC","1038.47"
"Madrigal Pharmaceuticals","MDGL","Medical","Medical - Drugs","NSDQ","4655.4"
"Medigus Ltd. Sponsored ADR","MDGS","Business Services","Technology Services","NSDQ",""
"Mediaco Holding","MDIA","Computer and Technology","Semiconductors - Radio Frequency","NSDQ","13.97"
"CytoCore","MDIT","Medical","Medical - Instruments","OTC",""
"Mondelez International","MDLZ","Consumer Staples","Food - Miscellaneous","NSDQ","99508.72"
"Medicenna Therapeutics","MDNAF","Medical","Medical - Biomedical and Genetics","OTC","21.24"
"Maiden Lane Jewelry","MDNL","Retail-Wholesale","Retail - Jewelry","OTC",""
"VERADIGM INC","MDRX","Business Services","Technology Services","NSDQ","1016.12"
"Medtronic","MDT","Medical","Medical - Products","NYSE","116238.35"
"MDU Resources Group","MDU","Utilities","Utility - Gas Distribution","NYSE","3968.9"
"MedAvail","MDVL","Medical","Medical Services","NSDQ","5.89"
"MediWound","MDWD","Medical","Medical - Drugs","NSDQ","116.45"
"MDWerks","MDWK","Retail-Wholesale","Internet - Commerce","OTC","11.47"
"MiMedx Group","MDXG","Medical","Medical - Biomedical and Genetics","NSDQ","935.67"
"MDxHealth SA Sponsored ADR","MDXH","Medical","Medical Services","NSDQ",""
"23andMe","ME","Medical","Medical - Biomedical and Genetics","NSDQ","339.25"
"Mayville Engineering","MEC","Construction","Engineering - R and D Services","NYSE","274.16"
"MEDIFAST","MED","Consumer Staples","Food - Miscellaneous","NYSE","666.32"
"Disaboom","MEDH","Medical","Medical - Instruments","OTC",""
"Medpace","MEDP","Medical","Medical Services","NSDQ","8797.74"
"Trxade Group","MEDS","Medical","Medical Services","NSDQ","3.32"
"Midwest Energy Emissions","MEEC","Industrial Products","Pollution Control","OTC","82.01"
"Montrose Environmental Group","MEG","Business Services","Waste Removal Services","NYSE","844.36"
"Methode Electronics","MEI","Computer and Technology","Electronics - Connectors","NYSE","729.42"
"Methes Energies International","MEIL","Oils-Energy","Biofuels","OTC","7.23"
"MEI Pharma","MEIP","Medical","Medical - Drugs","NSDQ","38.64"
"MercadoLibre","MELI","Retail-Wholesale","Internet - Commerce","NSDQ","83857.8"
"Mendocino Brewing Co.","MENB","Consumer Staples","Beverages - Alcohol","OTC",""
"Methanex","MEOH","Basic Materials","Chemical - Diversified ","NSDQ","3064.76"
"Mercer International","MERC","Basic Materials","Paper and Related Products","NSDQ","654.61"
"Mesa Air Group","MESA","Transportation","Transportation - Airline","NSDQ","35.76"
"Mesoblast Limited","MESO","Medical","Medical - Biomedical and Genetics","NSDQ","194.5"
"Meta Platforms","META","Computer and Technology","Internet - Software","NSDQ","962388"
"Ramaco Resources","METC","Oils-Energy","Coal","NSDQ","1094.82"
"Ramaco Resources, Inc.","METCB","Oils-Energy","Coal","NSDQ","701.25"
"Microwave Filter Co.","MFCO","Computer and Technology","Electronics - Miscellaneous Components","OTC","1.67"
"Mercurity Fintech Holding","MFH","Business Services","Financial Transaction Services","NSDQ","122.42"
"Missfresh Limited","MFLTY","Retail-Wholesale","Retail - Miscellaneous","OTC",".36"
"Mobivity","MFON","Computer and Technology","Wireless National","OTC","25"
"Mistras Group","MG","Computer and Technology","Electronics - Miscellaneous Products","NYSE","235.3"
"Magna International","MGA","Auto-Tires-Trucks","Automotive - Original Equipment","NYSE","15906.67"
"Mobile Global Esports Inc.","MGAM","Business Services","Technology Services","NSDQ","5.81"
"Michelin","MGDDY","Auto-Tires-Trucks","Rubber - Tires","OTC","24178.4"
"MGE Energy","MGEE","Utilities","Utility - Electric Power","NSDQ","2573.36"
"Minco Capital","MGHCF","Basic Materials","Mining - Gold","OTC","1.63"
"Magic Software Enterprises","MGIC","Computer and Technology","Computer - Software","NSDQ","472.27"
"Millennium Group International Holdings Limited","MGIH","Basic Materials","Paper and Related Products","NSDQ","13.39"
"MGM Resorts International","MGM","Consumer Discretionary","Gaming","NYSE","14472.87"
"Magnite","MGNI","Computer and Technology","Internet - Software","NSDQ","1261.34"
"MacroGenics","MGNX","Medical","Medical - Products","NSDQ","663.71"
"MGO Global Inc.","MGOL","Retail-Wholesale","Retail - Apparel and Shoes","NSDQ","10.19"
"MGP Ingredients","MGPI","Consumer Staples","Food - Miscellaneous","NSDQ","2005.22"
"Monogram Orthopaedics Inc.","MGRM","Medical","Medical - Instruments","NSDQ","116.12"
"Mangoceuticals, Inc.","MGRX","Medical","Medical - Drugs","NSDQ","5.31"
"MeiraGTx","MGTX","Medical","Medical - Biomedical and Genetics","NSDQ","404.48"
"Magnolia Oil & Gas Corp","MGY","Oils-Energy","Oil and Gas - Exploration and Production - United States","NYSE","4223.82"
"Millennium HealthCare","MHCC","Medical","Medical Info Systems","OTC",""
"Meritage Hospitality Group","MHGU","Retail-Wholesale","Retail - Restaurants","OTC","126.74"
"Marine Harvest ASA","MHGVY","Consumer Staples","Food - Miscellaneous","OTC",""
"Mastech Digital","MHH","Computer and Technology","Computers - IT Services","AMEX","96.74"
"Mohawk Industries","MHK","Consumer Discretionary","Textile - Home Furnishing","NYSE","6485.81"
"MI Homes","MHO","Construction","Building Products - Home Builders","NYSE","3618.42"
"Manhattan Scientifics","MHTX","Computer and Technology","Nanotechnology","OTC",""
"Meihua International Medical Technologies","MHUA","Medical","Medical - Products","NSDQ","23.22"
"Mitsubishi Heavy Industries","MHVYF","Industrial Products","Manufacturing - General Industrial ","OTC",""
"NFT Limited","MI","Retail-Wholesale","Internet - Commerce","AMEX","6.77"
"Micron Solutions","MICRD","Medical","Medical - Instruments","OTC","3.44"
"Singing Machine Co.","MICS","Consumer Discretionary","Audio Video Production","NSDQ","3.98"
"S&P MIDCAP","MID.X","Indices","Indicies","INDX",""
"The Middleby","MIDD","Industrial Products","Manufacturing - General Industrial ","NSDQ","7489.95"
"Mitsubishi Electric","MIELF","Computer and Technology","Electronics - Miscellaneous Products","OTC","32182.25"
"Mawson Infrastructure Group","MIGI","Computer and Technology","Computers - IT Services","NSDQ","43.28"
"Montague International Holding","MIHL","Retail-Wholesale","Internet - Commerce","OTC",""
"Airspan Networks","MIMO","Computer and Technology","Communication - Network Software","AMEX","6.37"
"MIND Technology","MIND","Business Services","Technology Services","NSDQ","8.42"
"Zoom Telephonics","MINM","Computer and Technology","Communication - Network Software","NSDQ","7.82"
"Mirion Technologies","MIR","Business Services","Technology Services","NYSE","2192.57"
"MIRA Pharmaceuticals, Inc.","MIRA","Medical","Medical - Biomedical and Genetics","NSDQ","14.49"
"Mirum Pharmaceuticals","MIRM","Medical","Medical - Biomedical and Genetics","NSDQ","1272.1"
"Milestone Pharmaceuticals","MIST","Medical","Medical - Biomedical and Genetics","NSDQ","51.9"
"Coliseum Acquisition","MITA","Unclassified","Unclassified","NSDQ","102.73"
"Mitie Group","MITFY","Business Services","Business - Services","OTC","1714.28"
"Mitesco","MITI","Medical","Medical Info Systems","OTC",".17"
"Mitek Systems","MITK","Computer and Technology","Computer - Optical Imaging","NSDQ","550.73"
"Moving iMage Technologies","MITQ","Business Services","Technology Services","AMEX","9.4"
"Mitsui & Co.","MITSY","Industrial Products","Metal Products - Distribution","OTC","60932.7"
"MiX Telematics","MIXT","Computer and Technology","Internet - Software","NYSE","211.52"
"Cannasys","MJTK","Computer and Technology","Internet - Software","OTC",""
"Majic Wheels","MJWL","Consumer Discretionary","Toys - Games - Hobbies","OTC","1.16"
"McCormick & Company","MKC","Consumer Staples","Food - Miscellaneous","NYSE","17803.83"
"McCormick & Company, Incorporated","MKC.V","Consumer Staples","Food - Miscellaneous","NYSE","17578.43"
"MOLECULAR DATA","MKD","Business Services","Technology Services","NSDQ",""
"Markforged Holding Corporation","MKFG","Industrial Products","Manufacturing - General Industrial ","NYSE","143.63"
"Merck KGaA","MKGAF","Medical","Medical - Drugs","OTC",""
"MARKEL GROUP","MKL","Conglomerates","Diversified Operations","NYSE","18901.05"
"Mikros Systems","MKRS","Aerospace","Electronics - Military","OTCBB",""
"MKS Instruments","MKSI","Computer and Technology","Electronics - Manufacturing Machinery","NSDQ","6775.41"
"Makita","MKTAY","Consumer Discretionary","Tools - Handheld","OTC",""
"MarketWise","MKTW","Business Services","Technology Services","NSDQ","792.53"
"Molekule Group, Inc.","MKULQ","Industrial Products","Pollution Control","OTC","1.23"
"MoneyLion","ML","Business Services","Financial Transaction Services","NYSE","594.3"
"Mesa Laboratories","MLAB","Medical","Medical - Instruments","NSDQ","517.39"
"Melco Resorts & Entertainment Limited","MLCO","Consumer Discretionary","Gaming","NSDQ","3654.18"
"MOOLEC SCIENCE","MLEC","Consumer Staples","Agriculture - Operations","NSDQ","92.03"
"MICROALGO INC","MLGO","Business Services","Technology Services","NSDQ","30.59"
"Mueller Industries","MLI","Industrial Products","Metal Products - Procurement and Fabrication","NYSE","5145.13"
"MillerKnoll","MLKN","Consumer Discretionary","Furniture","NSDQ","1854.67"
"Metallurgical Corp. of China","MLLUY","Construction","Engineering - R and D Services","OTC","3761.34"
"Martin Marietta Materials","MLM","Construction","Building Products - Concrete and Aggregates","NYSE","30648.86"
"Millennium Prime","MLMN","Business Services","Business - Services","OTC","4.9"
"MeridianLink","MLNK","Business Services","Technology Services","NYSE","1822.23"
"Melinta Therapeutics","MLNTQ","Medical","Medical - Drugs","OTC",""
"Miller Industries","MLR","Auto-Tires-Trucks","Automotive - Original Equipment","NYSE","456.92"
"MetAlert Inc.","MLRT","Business Services","Technology Services","OTC","1.03"
"MAIL RU GROUP","MLRYY","Computer and Technology","Internet - Services","OTC",""
"Milestone Scientific","MLSS","Medical","Medical - Dental Supplies","AMEX","42.49"
"MOONLAKE IMMUNO","MLTX","Medical","Medical - Biomedical and Genetics","NSDQ","3640.6"
"Mineralys Therapeutics, Inc.","MLYS","Medical","Medical - Biomedical and Genetics","NSDQ","382.28"
"Meta Materials","MMAT","Computer and Technology","Electronics - Miscellaneous Components","NSDQ","29.42"
"Martin Midstream Partners","MMLP","Transportation","Transportation - Shipping","NSDQ","94.95"
"3M","MMM","Conglomerates","Diversified Operations","NYSE","59716.52"
"Mastermind","MMND","Business Services","Advertising and Marketing","OTC",""
"MMRGlobal","MMRF","Medical","Medical - Biomedical and Genetics","OTC",""
"Maximus","MMS","Business Services","Government Services","NYSE","4953.65"
"Merit Medical Systems","MMSI","Medical","Medical - Dental Supplies","NSDQ","4562.25"
"Micro Imaging Technology","MMTC","Computer and Technology","Lasers Systems and Components","OTC",".01"
"MultiMetaVerse Holdings Limited","MMV","Consumer Discretionary","Media Conglomerates","NSDQ","6.83"
"MakeMyTrip Limited","MMYT","Computer and Technology","Internet - Delivery Services","NSDQ","5025.26"
"MIND C.T.I.","MNDO","Computer and Technology","Internet - Software","NSDQ","41.46"
"monday.com","MNDY","Computer and Technology","Internet - Software","NSDQ",""
"McClatchy Company The","MNIQQ","Consumer Staples","Publishing - Newspapers","OTC",""
"Manuka, Inc.","MNKA","Medical","Medical - Biomedical and Genetics","OTC","8.07"
"MannKind","MNKD","Medical","Medical - Biomedical and Genetics","NSDQ","921.95"
"Mallinckrodt PLC","MNKTQ","Medical","Medical - Drugs","OTC","1.58"
"Mind Medicine MindMed","MNMD","Medical","Medical - Biomedical and Genetics","NSDQ","158.78"
"MediciNova","MNOV","Medical","Medical - Biomedical and Genetics","NSDQ","73.57"
"Monopar Therapeutics","MNPR","Medical","Medical - Biomedical and Genetics","NSDQ","6.46"
"Mach Natural Resources LP","MNR","Oils-Energy","Oil and Gas - Exploration and Production - United States","NYSE","1614.05"
"Monro Muffler Brake","MNRO","Consumer Discretionary","Consumer Services - Miscellaneous","NSDQ","886.46"
"Mansfelder Metals","MNSF","Medical","Medical - Instruments","OTC",""
"MINISO Group Holding Limited","MNSO","Retail-Wholesale","Retail - Apparel and Shoes","NYSE","7105.09"
"Monster Beverage","MNST","Consumer Staples","Beverages - Soft drinks","NSDQ","61438.04"
"Montauk Renewables","MNTK","Oils-Energy","Alternative Energy - Other","NSDQ","1142.11"
"Everest Consolidator Acquisition","MNTN","Unclassified","Unclassified","NYSE","193.87"
"9 Meters Biopharma","MNTRQ","Medical","Medical - Biomedical and Genetics","NSDQ",""
"Momentus","MNTS","Aerospace","Aerospace - Defense","NSDQ","6.3"
"Manitex International","MNTX","Industrial Products","Manufacturing - General Industrial ","NSDQ","158.57"
"Mondial Ventures","MNVN","Oils-Energy","Oil and Gas - Exploration and Production - United States","OTC",""
"Altria Group","MO","Consumer Staples","Tobacco","NYSE","73115.87"
"Mongolia Energy","MOAEF","Oils-Energy","Coal","OTC",""
"Mobilicom Limited Sponsored ADR","MOB","Industrial Products","Security and Safety Services","NSDQ","8.1"
"Mobiquity Technologies","MOBQ","Business Services","Advertising and Marketing","OTC","1.65"
"Mobix Labs, Inc.","MOBX","Computer and Technology","Electronics - Semiconductors","NSDQ","8.02"
"Hemis","MOCI","Basic Materials","Mining - Miscellaneous","OTC","8.15"
"Modine Manufacturing","MOD","Auto-Tires-Trucks","Automotive - Original Equipment","NYSE","3354.98"
"Modular Medical, Inc.","MODD","Medical","Medical - Products","NSDQ","35.31"
"TOPGOLF CALLAWY","MODG","Consumer Discretionary","Leisure and Recreation Products","NYSE","2548.18"
"Model N","MODN","Computer and Technology","Internet - Software","NYSE","1055.82"
"ModivCare","MODV","Medical","Medical Services","NSDQ","553.43"
"Moog","MOG.A","Aerospace","Aerospace - Defense Equipment","NYSE","4532.74"
"Moog","MOG.B","Aerospace","Aerospace - Defense Equipment","NYSE","4471.19"
"Mogo","MOGO","Business Services","Technology Services","NSDQ","44.03"
"MOGU","MOGU","Retail-Wholesale","Retail - Apparel and Shoes","NYSE","14.7"
"Molina Healthcare","MOH","Medical","Medical - HMOs","NYSE","22181.98"
"Molecular Partners AG Sponsored ADR","MOLN","Medical","Medical - Biomedical and Genetics","NSDQ","173.41"
"Momo","MOMO","Computer and Technology","Internet - Software","NSDQ","1236.52"
"MONEY ON MOBILE","MOMT","Computer and Technology","Internet - Software","OTC",""
"Mondee Holdings, Inc.","MOND","Business Services","Technology Services","NSDQ","188.8"
"MONDI PLC UNS","MONDY","Basic Materials","Paper and Related Products","OTC",""
"MONOTARO","MONOY","Retail-Wholesale","Internet - Commerce","OTC","5354.43"
"MorphoSys","MOR","Medical","Medical - Biomedical and Genetics","NSDQ","1295.34"
"Morphic","MORF","Medical","Medical - Biomedical and Genetics","NSDQ","1382.36"
"Morningstar","MORN","Business Services","Business - Information Services","NSDQ","11709.62"
"The Mosaic Company","MOS","Basic Materials","Fertilizers","NYSE","10713.65"
"Motus GI","MOTS","Medical","Medical Info Systems","NSDQ",".68"
"Movado Group","MOV","Retail-Wholesale","Retail - Jewelry","NYSE","616.92"
"Movano","MOVE","Medical","Medical Info Systems","NSDQ","41.28"
"MP Materials","MP","Basic Materials","Mining - Miscellaneous","NYSE","3163.33"
"Motorcar Parts of America","MPAA","Auto-Tires-Trucks","Automotive - Replacement Parts","NSDQ","181.95"
"Marathon Petroleum","MPC","Oils-Energy","Oil and Gas - Refining and Marketing","NYSE","59787.09"
"PAGEGROUP","MPGPF","Business Services","Consulting Services","OTC","2107.76"
"Media Pal","MPHD","Industrial Products","Pollution Control","OTC",""
"MultiPlan","MPLN","Medical","Medical Services","NYSE","811.86"
"MPLX LP","MPLX","Oils-Energy","Oil and Gas - Production and Pipelines","NYSE","37395.45"
"MPM Technologies","MPML","Industrial Products","Pollution Control","OTC",""
"M-tron Industries, Inc.","MPTI","Construction","Engineering - R and D Services","AMEX","103.15"
"MEGA MATRIX CP","MPU","Conglomerates","Diversified Operations","AMEX","72.33"
"Mountain Province Diamonds","MPVDF","Basic Materials","Mining - Miscellaneous","OTC","43.14"
"Monolithic Power Systems","MPWR","Computer and Technology","Semiconductor - Analog and Mixed","NSDQ","27751.54"
"Marine Products","MPX","Consumer Discretionary","Leisure and Recreation Products","NYSE","373.28"
"Marqeta","MQ","Business Services","Financial Transaction Services","NSDQ","3266.79"
"Murata Manufacturing","MRAAY","Industrial Products","Manufacturing - Electronics","OTC","41522.03"
"Marpai","MRAI","Business Services","Technology Services","NSDQ","8.2"
"EVERSPIN TECH","MRAM","Business Services","Technology Services","NSDQ","179.34"
"MRC Global","MRC","Industrial Products","Steel - Pipe and Tube","NYSE","849.76"
"Mercury Systems","MRCY","Computer and Technology","Computer - Peripheral Equipment","NSDQ","1915.83"
"MARIADB PLC","MRDB","Computer and Technology","Internet - Software","NYSE","12.07"
"MEREO BIOPHARMA","MREO","Medical","Medical - Biomedical and Genetics","NSDQ","368.71"
"Margo Caribe","MRGO","Consumer Staples","Agriculture - Operations","OTC","33.52"
"Marin Software","MRIN","Business Services","Advertising and Marketing","NSDQ","6.94"
"Merck & Co.","MRK","Medical","Large Cap Pharmaceuticals","NYSE","300611.13"
"MARKER THERAPEUTICS","MRKR","Medical","Medical - Drugs","NSDQ","42.84"
"MEDIROM Healthcare Technologies","MRM","Medical","Medical - Outpatient and Home Healthcare","NSDQ","30.76"
"MariMed Inc.","MRMD","Medical","Medical - Products","OTC","118.02"
"Moderna","MRNA","Medical","Medical - Biomedical and Genetics","NSDQ","40397.04"
"Marinus Pharmaceuticals","MRNS","Medical","Medical - Drugs","NSDQ","534.83"
"Marathon Oil","MRO","Oils-Energy","Oil and Gas - Integrated - United States","NYSE","13694.78"
"Mersana Therapeutics","MRSN","Medical","Medical - Biomedical and Genetics","NSDQ","364.16"
"","MRT","Business Services","Technology Services","AMEX","41.6"
"Marten Transport","MRTN","Transportation","Transportation - Truck","NSDQ","1617.24"
"Mirati Therapeutics","MRTX","Medical","Medical - Biomedical and Genetics","NSDQ","4158.37"
"Merus","MRUS","Medical","Medical - Biomedical and Genetics","NSDQ","1881.52"
"Maravai LifeSciences","MRVI","Medical","Medical - Products","NSDQ","1635.85"
"Marvell Technology","MRVL","Business Services","Technology Services","NSDQ","56780.36"
"Miravant Medical Technologies","MRVT","Medical","Medical - Drugs","OTC",""
"MSA Safety Incorporporated","MSA","Industrial Products","Security and Safety Services","NYSE","6490.64"
"Infrared Cameras Holdings, Inc.","MSAI","Computer and Technology","Internet - Software","NSDQ","15.45"
"Mesabi Trust","MSB","Basic Materials","Mining - Iron","NYSE",""
"Mitsubishi","MSBHF","Conglomerates","Diversified Operations","OTC",""
"STUDIO CITY IH","MSC","Consumer Discretionary","Leisure and Recreation Services","NYSE",""
"MSCI","MSCI","Computer and Technology","Business - Software Services","NYSE","43140.98"
"Satellos Bioscience Inc.","MSCLF","Medical","Medical - Biomedical and Genetics","OTC","38.35"
"Middlesex Water Company","MSEX","Utilities","Utility - Water Supply","NSDQ","1096.02"
"Microsoft","MSFT","Computer and Technology","Computer - Software","NSDQ","2887211"
"Madison Square Garden Entertainment Corp.","MSGE","Consumer Discretionary","Media Conglomerates","NYSE","1321.05"
"Motorsport Games","MSGM","Consumer Discretionary","Gaming","NSDQ","9.52"
"The Madison Square Garden Company","MSGS","Consumer Discretionary","Leisure and Recreation Services","NYSE","4265.86"
"Motorola Solutions","MSI","Computer and Technology","Wireless Equipment","NYSE","52507.46"
"MusclePharm","MSLPQ","Consumer Staples","Beverages - Soft drinks","OTC",".04"
"MSC","MSM","Industrial Products","Industrial Services","NYSE","5492.85"
"MC Endeavors","MSMY","Construction","Building Products - Heavy Construction","OTC",""
"Emerson Radio","MSN","Consumer Discretionary","Audio Video Production","AMEX",""
"Maison Solutions Inc.","MSS","Consumer Discretionary","Consumer Products - Discretionary","NSDQ","18.11"
"Metal Sky Star Acquisition Corporation","MSSA","Unclassified","Unclassified","NSDQ","70.1"
"MicroStrategy","MSTR","Computer and Technology","Computer - Software","NSDQ","7048.92"
"ArcelorMittal","MT","Basic Materials","Steel - Producers","NYSE","21462.26"
"Metalla Royalty & Streaming","MTA","Basic Materials","Mining - Miscellaneous","AMEX","164.33"
"Metals Acquisition Ltd","MTAL","Unclassified","Unclassified","NYSE","542.18"
"Moatable, Inc. Sponsored ADR","MTBL","Computer and Technology","Internet - Software","NYSE","17.92"
"MMTec","MTC","Business Services","Technology Services","NSDQ","168.59"
"Match Group","MTCH","Retail-Wholesale","Internet - Commerce","NSDQ","10024.43"
"MettlerToledo International","MTD","Computer and Technology","Instruments - Scientific","NYSE","25636.56"
"Matador Resources","MTDR","Oils-Energy","Oil and Gas - Exploration and Production - United States","NYSE","6592.93"
"Maris-Tech","MTEK","Business Services","Technology Services","NSDQ","8.32"
"Molecular Templates","MTEM","Medical","Medical - Drugs","NSDQ","19.35"
"Mannatech","MTEX","Medical","Medical - Drugs","NSDQ","16.28"
"Motif Bio","MTFB","Medical","Medical - Biomedical and Genetics","NSDQ",""
"Meritage Homes","MTH","Construction","Building Products - Home Builders","NYSE","6266.85"
"Mechel PAO","MTL","Basic Materials","Steel - Producers","NYSE",""
"Mitsubishi Chemical","MTLHY","Basic Materials","Chemical - Diversified ","OTC","9326.95"
"Metalink","MTLK","Computer and Technology","Electronics - Semiconductors","OTC",""
"Materialise","MTLS","Computer and Technology","Internet - Software","NSDQ","356.76"
"Vail Resorts","MTN","Consumer Discretionary","Leisure and Recreation Services","NYSE","8220.62"
"Matinas Biopharma","MTNB","Medical","Medical - Drugs","AMEX","49.32"
"MTN Group","MTNOY","Computer and Technology","Wireless Non-US ","OTC",""
"Meltronix","MTNX","Computer and Technology","Electronics - Semiconductors","OTC",""
"Mesa Royalty Trust","MTR","Oils-Energy","Oil and Gas - Royalty Trust - United States","NYSE","22.48"
"Materion","MTRN","Basic Materials","Mining - Miscellaneous","NYSE","2515.64"
"Metro One Development","MTRO","Computer and Technology","Computer - Integrated Systems","OTC",""
"Matrix Service","MTRX","Oils-Energy","Oil and Gas - Mechanical and and Equipment","NSDQ","262.75"
"MACOM Technology Solutions","MTSI","Computer and Technology","Semiconductor - Analog and Mixed","NSDQ","6059.26"
"Metastat","MTST","Medical","Medical - Products","OTC",""
"MeatTech 3D","MTTCF","Consumer Staples","Food - Meat Products","OTC",""
"Matterport","MTTR","Business Services","Technology Services","NSDQ","712.19"
"CECONOMY","MTTRY","Consumer Discretionary","Consumer Products - Discretionary","OTC","1150.94"
"MTU Aero Engines","MTUAY","Aerospace","Aerospace - Defense","OTC","11952.09"
"The Manitowoc Company","MTW","Industrial Products","Manufacturing - Construction and Mining","NYSE","557.5"
"Minerals Technologies","MTX","Basic Materials","Chemical - Specialty","NYSE","2179.47"
"MasTec","MTZ","Construction","Building Products - Heavy Construction","NYSE","5665.8"
"Micron Technology","MU","Computer and Technology","Semiconductor Memory","NSDQ","90217.05"
"Mudrick Capital Acquisition   II","MUDS","Retail-Wholesale","Retail - Miscellaneous","NSDQ",""
"Paul Mueller Co.","MUEL","Industrial Products","Manufacturing - General Industrial ","OTC","74.37"
