Company Name,Ticker,Sector,Industry,Exchange,Market Cap (mil)
"Net Element","MULN","Auto-Tires-Trucks","Automotive - Domestic","NSDQ","45.56"
"Murphy Oil","MUR","Oils-Energy","Oil and Gas - Exploration and Production - United States","NYSE","6036.81"
"Mural Oncology PLC","MURA","Medical","Medical - Drugs","NSDQ","79.11"
"Murphy USA","MUSA","Oils-Energy","Oil and Gas - Refining and Marketing","NYSE","8034.41"
"McEwen Mining","MUX","Basic Materials","Mining - Miscellaneous","NYSE","319.62"
"MotorVac Technologies","MVAC","Industrial Products","Manufacturing - General Industrial ","OTC",""
"Metavesco, Inc.","MVCO","Business Services","Technology Services","OTC","3.65"
"Microvision","MVIS","Computer and Technology","Lasers Systems and Components","NSDQ","461.67"
"MOVELLA HLDGS","MVLA","Business Services","Technology Services","NSDQ","21.19"
"MV Oil Trust","MVO","Oils-Energy","Oil and Gas - Royalty Trust - United States","NYSE","133.4"
"MVP Holdings","MVPT","Business Services","Business - Services","OTC",""
"Microvast","MVST","Business Services","Technology Services","NSDQ","343.44"
"Mueller Water Products","MWA","Industrial Products","Steel - Pipe and Tube","NYSE","2163.71"
"Multi Ways Holdings Limited","MWG","Industrial Products","Manufacturing - General Industrial ","AMEX","6.82"
"mWise","MWIS","Computer and Technology","Semiconductor - Communications ","OTC",""
"MetaWorks Platforms, Inc.","MWRK","Business Services","Technology Services","OTC","3.52"
"Marketing Worldwide","MWWC","Retail-Wholesale","Automotive - Retail and Wholesale - Parts","OTC","1.06"
"Magnachip Semiconductor","MX","Computer and Technology","Semiconductor - Analog and Mixed","NYSE","267.46"
"Mexco Energy","MXC","Oils-Energy","Oil and Gas - Exploration and Production - United States","AMEX","21.89"
"Orbia Advance","MXCHY","Basic Materials","Chemical - Specialty","OTC","4452"
"MaxCyte","MXCT","Medical","Medical - Biomedical and Genetics","NSDQ","558.8"
"MDxhealth","MXDHD","Medical","Medical Info Systems","OTC",""
"MaxLinear","MXL","Computer and Technology","Semiconductor - Analog and Mixed","NSDQ","1733.17"
"Mexus Gold US","MXSG","Basic Materials","Mining - Gold","OTC",".13"
"Ascendant Solutions","MYDP","Medical","Medical Services","OTC",""
"Myers Industries","MYE","Industrial Products","Rubber - Plastics","NYSE","685.19"
"Myriad Genetics","MYGN","Medical","Medical - Biomedical and Genetics","NSDQ","1633.27"
"MyMD Pharmaceuticals","MYMD","Medical","Medical - Drugs","NSDQ","10.03"
"Mymetics","MYMXD","Medical","Medical - Biomedical and Genetics","OTC",".02"
"Mynaric","MYNA","Computer and Technology","Communication - Components","NSDQ","133.39"
"Mynd.ai, Inc. Unsponsored ADR","MYND","Consumer Discretionary","Schools","AMEX","13.59"
"Mainz Biomed NV","MYNZ","Medical","Medical - Biomedical and Genetics","NSDQ",""
"Myomo","MYO","Medical","Medical - Products","AMEX","108.45"
"PLAYSTUDIOS","MYPS","Consumer Discretionary","Gaming","NSDQ","323.01"
"MYR Group","MYRG","Utilities","Electric Construction","NSDQ","2322.69"
"Myrexis","MYRX","Medical","Medical - Biomedical and Genetics","OTC",""
"My Size","MYSZ","Computer and Technology","Internet - Software","NSDQ","2.07"
"Magyar Telekom Tavkozlesi Nyrt","MYTAY","Utilities","Wireline Non-US","OTC","2079.49"
"MYT Netherlands Parent","MYTE","Retail-Wholesale","Internet - Commerce","NYSE","280.14"
"Mazda Motor","MZDAY","Auto-Tires-Trucks","Automotive - Foreign","OTC",""
"Nano Labs Ltd. Sponsored ADR","NA","Computer and Technology","Electronics - Semiconductors","NSDQ","85.89"
"NaaS Technology Inc. Sponsored ADR","NAAS","Computer and Technology","Electronics - Power Generation","NSDQ","361.94"
"Nable","NABL","Business Services","Technology Services","NYSE","2456.71"
"North Atlantic Drilling","NADLQ","Oils-Energy","Oil and Gas - Drilling","OTC",""
"Natural Alternatives International","NAII","Medical","Medical - Drugs","NSDQ","38.91"
"Northern Dynasty Minerals","NAK","Basic Materials","Mining - Gold","AMEX","146.57"
"NewAmsterdam Pharma Company N.V.","NAMS","Medical","Medical - Drugs","NSDQ","1429.75"
"Nanophase Technologies","NANX","Consumer Staples","Cosmetics","OTC","26.8"
"Nanovibronix","NAOV","Medical","Medical - Instruments","NSDQ","1.86"
"The Duckhorn Portfolio","NAPA","Consumer Staples","Beverages - Alcohol","NYSE","1071.77"
"Inari Medical","NARI","Medical","Medical - Instruments","NSDQ","3331.58"
"Nordic American Tankers Limited","NAT","Transportation","Transportation - Shipping","NYSE","931.23"
"Nathan's Famous","NATH","Retail-Wholesale","Retail - Restaurants","NSDQ","291.7"
"Nature's Sunshine Products","NATR","Medical","Medical - Drugs","NSDQ","341.44"
"National American University","NAUH","Consumer Discretionary","Schools","OTC","1.91"
"Nautilus Biotechnology","NAUT","Medical","Medical - Biomedical and Genetics","NSDQ","388.58"
"Navidea Biopharmaceuticals","NAVB","Medical","Medical - Instruments","OTC","6.01"
"NioCorp Developments Ltd.","NB","Basic Materials","Mining - Miscellaneous","NSDQ","102.74"
"NewAge","NBEVQ","Consumer Staples","Consumer Products - Staples","OTC",""
"Neurocrine Biosciences","NBIX","Medical","Medical - Drugs","NSDQ","12972.21"
"Nabors Industries","NBR","Oils-Energy","Oil and Gas - Drilling","NYSE","724.46"
"Nabriva Therapeutics","NBRVF","Medical","Medical - Biomedical and Genetics","OTC","0"
"NeuBase Therapeutics","NBSE","Medical","Medical - Biomedical and Genetics","NSDQ","2.47"
"Newbury Street Acquisition","NBST","Unclassified","Unclassified","NSDQ","63.2"
"Nanobiotix","NBTX","Medical","Medical - Drugs","NSDQ","369.99"
"NovaBay Pharmaceuticals","NBY","Medical","Medical - Drugs","AMEX","1.14"
"NACCO Industries","NC","Oils-Energy","Coal","NYSE","277.78"
"Newcourt Acquisition Corp.","NCAC","Unclassified","Unclassified","NSDQ","77.55"
"NCC GROUP","NCCGF","Business Services","Technology Services","OTC","343.21"
"Nacel Energy","NCEN","Oils-Energy","Alternative Energy - Other","OTC",""
"Northann Corp.","NCL","Consumer Discretionary","Furniture","AMEX","25.87"
"Norwegian Cruise Line","NCLH","Consumer Discretionary","Leisure and Recreation Services","NYSE","7125.87"
"Nitori Holdings","NCLTY","Consumer Staples","Consumer Products - Staples","OTC","14578.54"
"National CineMedia","NCMI","Business Services","Advertising and Marketing","NSDQ","414.24"
"NuCana","NCNA","Medical","Medical - Biomedical and Genetics","NSDQ","15.63"
"noco-noco Inc.","NCNC","Oils-Energy","Alternative Energy - Other","NSDQ","22.64"
"nCino","NCNO","Computer and Technology","Internet - Software","NSDQ","3968.71"
"Netcapital Inc.","NCPL","Business Services","Technology Services","NSDQ","2.92"
"Nocera, Inc.","NCRA","Consumer Staples","Food - Miscellaneous","NSDQ","11.34"
"NCS Multistage","NCSM","Oils-Energy","Oil and Gas - Field Services","NSDQ","37.76"
"Nabtesco","NCTKF","Transportation","Transportation - Equipment and Leasing","OTC",""
"The9 Limited","NCTY","Computer and Technology","Internet - Content","NSDQ","23.38"
"Nitto Denko","NDEKY","Computer and Technology","Semiconductor - Communications ","OTC","11060.79"
"Nine Dragons Paper","NDGPY","Industrial Products","Containers - Paper and Packaging","OTC","1973.08"
"Noodles & Company","NDLS","Retail-Wholesale","Retail - Restaurants","NSDQ","111.42"
"ENDRA Life Sciences","NDRA","Medical","Medical - Instruments","NSDQ","10.99"
"Nordson","NDSN","Industrial Products","Manufacturing - General Industrial ","NSDQ","14346.37"
"New Dover Capital","NDVR","Consumer Discretionary","Leisure and Recreation Products","OTC",""
"Noble Corporation PLC","NE","Oils-Energy","Oil and Gas - Drilling","NYSE","6312.17"
"NextEra Energy","NEE","Utilities","Utility - Electric Power","NYSE","125236.26"
"Newegg Commerce","NEGG","Retail-Wholesale","Internet - Commerce","NSDQ","383.93"
"Northstar Electronics","NEIK","Aerospace","Electronics - Military","OTC",""
"Newmont","NEM","Basic Materials","Mining - Miscellaneous","NYSE","29916.27"
"NeoGenomics","NEO","Medical","Medical - Biomedical and Genetics","NSDQ","2016.51"
"Neogen","NEOG","Medical","Medical - Products","NSDQ","3936.33"
"NeoMedia Technologies","NEOM","Computer and Technology","Computer - Services","OTC",""
"Neonode","NEON","Computer and Technology","Computer - Software","NSDQ","32.56"
"NeoVolta, Inc.","NEOV","Oils-Energy","Alternative Energy - Other","NSDQ","53.18"
"NextEra Energy Partners","NEP","Oils-Energy","Alternative Energy - Other","NYSE","2698.34"
"Nephros","NEPH","Medical","Medical - Products","NSDQ","35.99"
"Neptune Wellness Solutions","NEPT","Medical","Medical - Products","NSDQ","2.31"
"Minerva Neurosciences","NERV","Medical","Medical - Drugs","NSDQ","52.1"
"National Energy Services Reunited","NESR","Oils-Energy","Oil and Gas - Mechanical and and Equipment","OTC","712.47"
"Cloudflare","NET","Computer and Technology","Internet - Software","NYSE","26650.22"
"Nabors Energy Transition Corp. II","NETD","Unclassified","Unclassified","NSDQ","397.26"
"NetObjects","NETO","Computer and Technology","Internet - Software","OTC",""
"NewMarket","NEU","Basic Materials","Chemical - Specialty","NYSE","5462.67"
"Neulion","NEUL","Consumer Discretionary","Broadcast Radio and Television","OTC",""
"NEUROVIVE","NEVPF","Medical","Medical - Drugs","OTC",""
"Puxin Limited","NEW","Consumer Discretionary","Schools","NYSE",""
"NewHydrogen","NEWH","Oils-Energy","Alternative Energy - Other","OTC","5.85"
"New Pacific Metals","NEWP","Basic Materials","Mining - Miscellaneous","AMEX","277.09"
"Nexa Resources","NEXA","Basic Materials","Mining - Miscellaneous","NYSE",""
"Nextech3D.AI Corporation","NEXCF","Business Services","Technology Services","OTC","18.34"
"NexImmune","NEXI","Medical","Medical - Biomedical and Genetics","NSDQ","10.54"
"NEXXEN INTL","NEXN","Business Services","Advertising and Marketing","NSDQ","371.8"
"NextDecade","NEXT","Oils-Energy","Oil and Gas - Production Pipeline - MLB","NSDQ","1193.12"
"New Fortress Energy","NFE","Oils-Energy","Oil and Gas - Integrated - International","NSDQ","7342.16"
"National Fuel Gas Company","NFG","Utilities","Utility - Gas Distribution","NYSE","4626.4"
"New Found Gold Corp.","NFGC","Basic Materials","Mining - Gold","AMEX","618.55"
"Netflix","NFLX","Consumer Discretionary","Broadcast Radio and Television","NSDQ","215408.59"
"Infinite Acquisition Corp.","NFNT","Unclassified","Unclassified","NYSE","373.81"
"The NFT Gaming Company, Inc.","NFTG","Consumer Discretionary","Gaming","NSDQ","3.43"
"Enphys Acquisition Corp.","NFYS","Unclassified","Unclassified","NYSE","201.41"
"Novagold Resources","NG","Basic Materials","Mining - Gold","AMEX","1186.58"
"Notis Global","NGBL","Business Services","Consulting Services","OTC",""
"New Gold","NGD","Basic Materials","Mining - Gold","AMEX","961.81"
"National Grid Transco","NGG","Utilities","Utility - Electric Power","NYSE","50660.84"
"NGL Energy Partners","NGL","Oils-Energy","Oil and Gas - Refining and Marketing - Master Limited Partnerships","NYSE","696.57"
"Anglo American","NGLOY","Basic Materials","Mining - Miscellaneous","OTC","31379.58"
"NGM Biopharmaceuticals","NGM","Medical","Medical - Biomedical and Genetics","NSDQ","115.8"
"NeoGames","NGMS","Consumer Discretionary","Gaming","NSDQ","938.84"
"NEUROGENE INC","NGNE","Medical","Medical - Biomedical and Genetics","NSDQ","70.74"
"Northern Graphite Corporation","NGPHF","Basic Materials","Mining - Miscellaneous","OTC","20.22"
"Natural Gas Services Group","NGS","Oils-Energy","Oil and Gas - Mechanical and and Equipment","NYSE","174.74"
"Natural Grocers by Vitamin Cottage","NGVC","Retail-Wholesale","Food - Natural Foods Products","NYSE","354.74"
"Ingevity","NGVT","Basic Materials","Chemical - Specialty","NYSE","1501.05"
"National HealthCare","NHC","Medical","Medical - Nursing Homes","AMEX","1492.5"
"FuelPositive Corporation","NHHHF","Business Services","Technology Services","OTC","23.71"
"NantHealth","NHIQ","Medical","Medical Info Systems","OTC","10.99"
"Nihon Kohden","NHNKY","Medical","Medical - Instruments","OTC","2885.15"
"Natural Health Trends","NHTC","Consumer Discretionary","Consumer Products - Discretionary","NSDQ","70.48"
"NightHawk Biosciences","NHWK","Medical","Medical - Biomedical and Genetics","AMEX","10.54"
"Norsk Hydro ASA","NHYDY","Industrial Products","Metal Products - Procurement and Fabrication","OTC","12557.14"
"NiSource","NI","Utilities","Utility - Electric Power","NYSE","11054.72"
"Nice","NICE","Computer and Technology","Internet - Software","NSDQ","13238.63"
"Nitches","NICH","Consumer Discretionary","Textile - Apparel","OTC",".9"
"Nicox","NICXF","Medical","Medical - Biomedical and Genetics","OTC","22.04"
"Video River Networks","NIHK","Computer and Technology","Instruments - Control","OTC","1.29"
"NonInvasive Monitoring Systems","NIMU","Medical","Medical - Instruments","OTC","1.7"
"Nine Energy Service","NINE","Oils-Energy","Oil and Gas - Field Services","NYSE","91.14"
"Nikon","NINOY","Computer and Technology","Electronics - Manufacturing Machinery","OTC","3556.95"
"NIO","NIO","Auto-Tires-Trucks","Automotive - Foreign","NYSE","12325.99"
"Near Intelligence, Inc.","NIRLQ","Computer and Technology","Internet - Software","OTC",".62"
"NiSun International Enterprise Development Group Co.","NISN","Business Services","Technology Services","NSDQ","17.25"
"Niu Technologies","NIU","Auto-Tires-Trucks","Automotive - Original Equipment","NSDQ","152.72"
"Nidec","NJDCY","Computer and Technology","Electronics - Miscellaneous Components","OTC","23691.74"
"NewJersey Resources","NJR","Utilities","Utility - Gas Distribution","NYSE","4198"
"NIKE","NKE","Consumer Discretionary","Shoes and Retail Apparel ","NYSE","159891.86"
"NKGen Biotech, Inc.","NKGN","Medical","Medical - Biomedical and Genetics","NSDQ","59.32"
"Nikola","NKLA","Auto-Tires-Trucks","Automotive - Domestic","NSDQ","717.01"
"Nektar Therapeutics","NKTR","Medical","Medical - Drugs","NSDQ","101.91"
"Nkarta","NKTX","Medical","Medical - Biomedical and Genetics","NSDQ","437.23"
"NL Industries","NL","Basic Materials","Chemical - Specialty","NYSE","256.37"
"NutraLife Biosciences","NLBS","Medical","Medical - Biomedical and Genetics","OTC",".04"
"National Lampoon","NLMP","Consumer Discretionary","Film and Television Production and Distribution","OTC",""
"NLS Pharmaceutics","NLSP","Medical","Medical - Drugs","NSDQ",""
"Netlist","NLST","Computer and Technology","Computer- Storage Devices","OTC","489.33"
"Nouveau Monde Graphite","NMG","Basic Materials","Mining - Miscellaneous","NYSE","149.82"
"NeoMagic","NMGC","Computer and Technology","Electronics - Semiconductors","OTC",""
"Nano Magic","NMGX","Computer and Technology","Nanotechnology","OTC","8.52"
"Navios Maritime Partners","NMM","Transportation","Transportation - Shipping","NYSE","875.64"
"Neumora Therapeutics, Inc.","NMRA","Medical","Medical - Biomedical and Genetics","NSDQ","2198.92"
"Nemaura Medical","NMRD","Medical","Medical - Instruments","OTC","2.37"
"NeuroOne Medical Technologies Corporation","NMTC","Medical","Medical Services","NSDQ","33.07"
"Pacific North West Capital","NMTLF","Basic Materials","Mining - Miscellaneous","OTC","6.67"
"Net Medical Xpress Solutions","NMXS","Computer and Technology","Internet - Software and Services","OTC",".32"
"Spartacus Acquisition","NN","Business Services","Technology Services","NSDQ","438.42"
"99 Acquisition Group Inc.","NNAG","Unclassified","Unclassified","NSDQ","106.8"
"NANOBAC PHARM","NNBP","Medical","Medical - Biomedical and Genetics","OTC",""
"NN","NNBR","Industrial Products","Metal Products - Procurement and Fabrication","NSDQ","208.83"
"Nissan Chemical","NNCHY","Basic Materials","Chemical - Specialty","OTC","5784.92"
"Nano Dimension","NNDM","Computer and Technology","Nanotechnology","NSDQ","473.78"
"Nanomix","NNMX","Medical","Medical Services","OTC","0"
"NanoX Imaging","NNOX","Business Services","Technology Services","NSDQ","315.46"
"NanoViricides","NNVC","Medical","Medical - Drugs","AMEX","12.15"
"North American Construction Group","NOA","Construction","Building Products - Heavy Construction","NYSE","579.7"
"Noble Group","NOBGY","Conglomerates","Diversified Operations","OTC",""
"Nobility Homes","NOBH","Construction","Building Products - Mobile Homes and RV Builders","OTC","111.14"
"Northrop Grumman","NOC","Aerospace","Aerospace - Defense","NYSE","72543.49"
"New Oriental Energy & Chemical","NOEC","Basic Materials","Chemical - Diversified ","OTC",""
"Northern Oil and Gas","NOG","Oils-Energy","Oil and Gas - Exploration and Production - United States","NYSE","3614.27"
"Nogin, Inc.","NOGNQ","Computer and Technology","Internet - Software","OTC",".26"
"Nokia","NOK","Computer and Technology","Wireless Equipment","NYSE","19825.69"
